IdRegional;Municipio
4438;0 - LA TAGUA - PUTUMAYO
4439;0 - LA TEBAIDA - ANTIOQUIA
4440;7077 - LA TEBAIDA - CALDAS
4441;0 - LA TEBAIDA - PUTUMAYO
4442;24010 - LA TEBAIDA - QUINDIO
4443;29073 - LA TEBAIDA - TOLIMA
4444;0 - LA TEJA - NORTE DE SANTANDER
4445;0 - LA TERESITA - CHOCO
4446;0 - LA TERRAZA - SANTANDER
4447;0 - LA TESALIA - PUTUMAYO
4448;0 - LA TIGRA - META
4449;0 - LA TIGRERA - TOLIMA
4450;0 - LA TIJINA - HUILA
4451;0 - LA TOLA - NARINO
4452;21158 - LA TOLA  - NARINO
4453;0 - LA TOLVA - ANTIOQUIA
4454;0 - LA TOMA - CHOCO
4455;0 - LA TORRE - CALDAS
4456;0 - LA TORRE - VALLE DEL CAUCA
4457;0 - LA TRAMPA - CORDOBA
4458;0 - LA TRAVESIA - BOLIVAR
4459;0 - LA TRAVESIA - CHOCO
4460;0 - LA TRINIDAD - ANTIOQUIA
4461;0 - LA TRINIDAD - CALDAS
4462;0 - LA TRINIDAD - CESAR
4463;0 - LA TRINIDAD - NORTE DE SANTANDER
4464;0 - LA TROJA - CAUCA
4465;0 - LA TROJA - TOLIMA
4466;0 - LA TROJE - CHOCO
4467;30102 - LA TULIA - VALLE DEL CAUCA
4468;0 - LA TUNIA (CAQUETANIA) - CAQUETA
4469;30103 - LA TUPIA - VALLE DEL CAUCA
4470;0 - LA UCHEMA - NORTE DE SANTANDER
4471;0 - LA UNIDAD - VALLE DEL CAUCA
4472;2081 - LA UNION - ANTIOQUIA
4473;0 - LA UNION - BOGOTA
4474;0 - LA UNION - BOLIVAR
4475;7039 - LA UNION - CALDAS
4476;10145 - LA UNION - CAUCA
4477;0 - LA UNION - CHOCO
4478;14077 - LA UNION - CUNDINAMARCA
4479;18088 - LA UNION - HUILA
4480;19108 - LA UNION - MAGDALENA
4481;21076 - LA UNION - NARINO
4482;0 - LA UNION - NORTE DE SANTANDER
4483;0 - LA UNION - RISARALDA
4484;28038 - LA UNION - SUCRE
4485;30104 - LA UNION - VALLE DEL CAUCA
4486;0 - LA UNION PENEYA - CAQUETA
4487;0 - LA UPA - BOYACA
4488;0 - LA URRACA - HUILA
4489;6058 - LA URURIA - BOYACA
4490;6059 - LA UVITA - BOYACA
4491;0 - LA UVITA - NORTE DE SANTANDER
4492;0 - LA VALERIA - ANTIOQUIA
4493;0 - LA VARIANTE - BOYACA
4494;10059 - LA VEGA - CAUCA
4495;14078 - LA VEGA - CUNDINAMARCA
4496;0 - LA VEGA - HUILA
4497;0 - LA VEGA - NARINO
4498;22056 - LA VEGA - NORTE DE SANTANDER
4499;0 - LA VEGA DEL INGLES - ANTIOQUIA
4500;0 - LA VEINTE - ARAUCA
4501;0 - LA VENTA - CAUCA
4502;0 - LA VENTA - NARINO
4503;27152 - LA VENTA - SANTANDER
4504;0 - LA VENTA LA MESA - BOYACA
4505;0 - LA VENTANA - CAUCA
4506;0 - LA VENTURA - BOLIVAR
4507;0 - LA VENTURA - CAUCA
4508;28106 - LA VENTURA - SUCRE
4509;0 - LA VENTURA - VALLE DEL CAUCA
4510;0 - LA VENTUROSA - CASANARE
4511;32008 - LA VENTUROSA - VICHADA
4512;0 - LA VERDE - SANTANDER
4513;0 - LA VEREDITA - CUNDINAMARCA
4514;0 - LA VIBORA - CHOCO
4515;5037 - LA VICTORIA - BOLIVAR
4516;6060 - LA VICTORIA - BOYACA
4517;0 - LA VICTORIA - CHOCO
4518;13100 - LA VICTORIA - CORDOBA
4519;14079 - LA VICTORIA - CUNDINAMARCA
4520;0 - LA VICTORIA - HUILA
4521;21077 - LA VICTORIA - NARINO
4522;22057 - LA VICTORIA - NORTE DE SANTANDER
4523;0 - LA VICTORIA - PUTUMAYO
4524;0 - LA VICTORIA - TOLIMA
4525;30106 - LA VICTORIA - VALLE DEL CAUCA
4526;1014 - LA VICTORIA (PACOA) (Cor. Dptal.) - AMAZONAS
4527;0 - LA VICTORIA (PUERTO PRINCIPE) - VICHADA
4528;0 - LA VICTORIA (SEPULTURA) - BOLIVAR
4529;11090 - LA VICTORIA DE SAN ISIDRO - CESAR
4530;0 - LA VIGIA - NARINO
4531;0 - LA VILLA - NARINO
4532;0 - LA VIOLETA - CALDAS
4533;0 - LA VIRGEN - ARAUCA
4534;0 - LA VIRGEN - CORDOBA
4535;14080 - LA VIRGEN - CUNDINAMARCA
4536;0 - LA VIRGEN - SANTANDER
4537;0 - LA VIRGEN - VALLE DEL CAUCA
4538;0 - LA VIRGINIA - QUINDIO
4539;25017 - LA VIRGINIA - RISARALDA
4540;0 - LA VIRGINIA - TOLIMA
4541;28039 - LA VIVIENDA - SUCRE
4542;0 - LA VORAGINE - VALLE DEL CAUCA
4543;12012 - LA VUELTA - CHOCO
4544;0 - LA YE - CHOCO
4545;13029 - LA YE - CORDOBA
4546;0 - LA YE - GUAVIARE
4547;0 - LA YE - NORTE DE SANTANDER
4548;0 - LA YE - SANTANDER
4549;0 - LA YOLOMBA - VALLE DEL CAUCA
4550;0 - LA YOPALOSA - CASANARE
4551;0 - LA YUNGA - CAUCA
4552;0 - LA ZAPATA - VALLE DEL CAUCA
4553;0 - LA ZULIA - VALLE DEL CAUCA
4554;0 - LABARCES - SUCRE
4555;22058 - LABATECA - NORTE DE SANTANDER
4556;6061 - LABATECA - NORTE DE SANTANDER
4557;2196 - LABORES - ANTIOQUIA
4558;6062 - LABRANZAGRANDE - BOYACA
4559;0 - LADERAS - SANTANDER
4560;0 - LADRILLERA - CALDAS
4561;0 - LAGOS DEL DORADO - GUAVIARE
4562;0 - LAGOS DEL PASO - GUAVIARE
4563;0 - LAGUNA AZUL - CUNDINAMARCA
4564;0 - LAGUNA DE ORIENTE - NORTE DE SANTANDER
4565;0 - LAGUNA DE ORTICES - SANTANDER
4566;0 - LAGUNA FLOR - SUCRE
4567;0 - LAGUNA SECA - CAUCA
4568;0 - LAGUNA VERDE - CUNDINAMARCA
4569;13030 - LAGUNETA - CORDOBA
4570;0 - LAGUNETA - RISARALDA
4571;0 - LAGUNILLA - HUILA
4572;0 - LAGUNITA - LA GUAJIRA
4573;0 - LAGUNITAS - CASANARE
4574;0 - LAGUNITAS - NORTE DE SANTANDER
4575;0 - LAME - CAUCA
4576;27153 - LANDAZURI - SANTANDER
4577;0 - LAS ACACIAS - ARAUCA
4578;0 - LAS ADJUNTAS - CESAR
4579;0 - LAS AGUADAS - HUILA
4580;0 - LAS AGUADITAS - CORDOBA
4581;0 - LAS AGUILAS - ANTIOQUIA
4582;0 - LAS AGUILAS - NORTE DE SANTANDER
4583;0 - LAS ANGELITAS - ANTIOQUIA
4584;0 - LAS ARADAS - NARINO
4585;0 - LAS AREPAS - CORDOBA
4586;0 - LAS AURAS - ANTIOQUIA
4587;0 - LAS BALSAS - CORDOBA
4588;0 - LAS BOCAS - CORDOBA
4589;0 - LAS BOQUILLAS - BOLIVAR
4590;0 - LAS BOTAS - CAUCA
4591;0 - LAS BRISAS - BOLIVAR
4592;10060 - LAS BRISAS - CAUCA
4593;11101 - LAS BRISAS - CESAR
4594;0 - LAS BRISAS - SUCRE
4595;0 - LAS BRISAS - TOLIMA
4596;0 - LAS BRISAS - VALLE DEL CAUCA
4597;0 - LAS BRISAS HAMBURGO - NARINO
4598;0 - LAS CABANAS - VALLE DEL CAUCA
4599;0 - LAS CABRAS - MAGDALENA
4600;0 - LAS CAMELIAS - CASANARE
4601;0 - LAS CAMELIAS - VALLE DEL CAUCA
4602;0 - LAS CAMORRAS - CORDOBA
4603;0 - LAS CANAS - BOYACA
4604;0 - LAS CANAS - CORDOBA
4605;0 - LAS CANDELARIAS - SUCRE
4606;19106 - LAS CANOAS - MAGDALENA
4607;0 - LAS CARACUCHAS - SUCRE
4608;0 - LAS CARAS - BOLIVAR
4609;0 - LAS CARGAS - NARINO
4610;0 - LAS CASCADAS - CAUCA
4611;0 - LAS CASITAS - CESAR
4612;0 - LAS CASITAS - CORDOBA
4613;0 - LAS CASITAS - LA GUAJIRA
4614;0 - LAS CASITAS - MAGDALENA
4615;0 - LAS CASITAS - SANTANDER
4616;0 - LAS CEIBAS - HUILA
4617;0 - LAS CEJAS - CAUCA
4618;0 - LAS CHANGAS - ANTIOQUIA
4619;0 - LAS CHARQUITAS - BOLIVAR
4620;0 - LAS CHICHAS - SUCRE
4621;0 - LAS CHIQUITAS - CORDOBA
4622;0 - LAS CHIRCAS - NORTE DE SANTANDER
4623;0 - LAS CHISPAS - SUCRE
4624;0 - LAS COCHAS - NARINO
4625;0 - LAS COLES - CALDAS
4626;0 - LAS COLINAS - MAGDALENA
4627;27154 - LAS COLINAS - SANTANDER
4628;5137 - LAS CONCHITAS - BOLIVAR
4629;0 - LAS COSECHAS - CAUCA
4630;0 - LAS CRUCES - ANTIOQUIA
4631;0 - LAS CRUCES - BOLIVAR
4632;0 - LAS CRUCES - CAUCA
4633;0 - LAS CRUCES - CORDOBA
4634;0 - LAS CRUCES - NARINO
4635;0 - LAS CRUCES - SANTANDER
4636;0 - LAS CRUCES - SUCRE
4637;29075 - LAS CRUCES - TOLIMA
4638;0 - LAS CRUCES DE URAMA - ANTIOQUIA
4639;0 - LAS CUADRAS - NORTE DE SANTANDER
4640;0 - LAS CUCHILLAS - NARINO
4641;0 - LAS CUEVAS - BOLIVAR
4642;0 - LAS CUMBRES - CORDOBA
4643;0 - LAS DELICIAS - BOLIVAR
4644;0 - LAS DELICIAS - CORDOBA
4645;21078 - LAS DELICIAS - NARINO
4646;0 - LAS DELICIAS - PUTUMAYO
4647;0 - LAS DELICIAS - SANTANDER
4648;0 - LAS DELICIAS - SUCRE
4649;30202 - LAS DELICIAS - VALLE DEL CAUCA
4650;0 - LAS DORADAS - CAQUETA
4651;0 - LAS ENCINAS - NARINO
4652;0 - LAS ESTANCIAS - CALDAS
4653;0 - LAS EUROPAS - BOLIVAR
4654;0 - LAS FLORES - ANTIOQUIA
4655;0 - LAS FLORES - BOLIVAR
4656;0 - LAS FLORES - CESAR
4657;0 - LAS FLORES - CORDOBA
4658;16049 - LAS FLORES - LA GUAJIRA
4659;0 - LAS FLORES - MAGDALENA
4660;0 - LAS FLORES - SANTANDER
4661;28040 - LAS FLORES - SUCRE
4662;0 - LAS FORTUNAS - NORTE DE SANTANDER
4663;0 - LAS GARZAS - ANTIOQUIA
4664;0 - LAS GAVIOTAS - ARAUCA
4665;0 - LAS GAVIOTAS - CASANARE
4666;0 - LAS GUACAS - VALLE DEL CAUCA
4667;0 - LAS GUAMAS - CORDOBA
4668;12056 - LAS HAMACAS - CHOCO
4669;0 - LAS HERMOSAS - TOLIMA
4670;0 - LAS HUERTAS - CAUCA
4671;0 - LAS HUERTAS - CORDOBA
4672;0 - LAS HUERTAS - SUCRE
4673;0 - LAS ICOTEAS - CORDOBA
4674;0 - LAS ISLAS - CUNDINAMARCA
4675;0 - LAS JARABAS - CORDOBA
4676;0 - LAS JUNTA - CAUCA
4677;0 - LAS JUNTAS - NORTE DE SANTANDER
4678;0 - LAS LAJAS - HUILA
4679;21079 - LAS LAJAS - NARINO
4680;0 - LAS LAJAS PUMBI - NARINO
4681;0 - LAS LAJITAS - BOLIVAR
4682;0 - LAS LAURAS - CORDOBA
4683;28041 - LAS LLANADAS - SUCRE
4684;0 - LAS LOMAS - CORDOBA
4685;28109 - LAS MAJAGUAS - SUCRE
4686;0 - LAS MANUELITAS - CORDOBA
4687;7032 - LAS MARGARITAS - CALDAS
4688;0 - LAS MARGARITAS - CORDOBA
4689;0 - LAS MARGARITAS - MAGDALENA
4690;0 - LAS MARIAS - BOLIVAR
4691;0 - LAS MARIAS - CORDOBA
4692;0 - LAS MARIAS - NARINO
4693;0 - LAS MARIAS - TOLIMA
4694;0 - LAS MARIMONDA - LA GUAJIRA
4695;0 - LAS MERCEDES - BOLIVAR
4696;10153 - LAS MERCEDES - CAUCA
4697;0 - LAS MERCEDES - CESAR
4698;0 - LAS MERCEDES - CHOCO
4699;14081 - LAS MERCEDES - CUNDINAMARCA
4700;0 - LAS MERCEDES - HUILA
4701;0 - LAS MERCEDES - MAGDALENA
4702;0 - LAS MERCEDES - NARINO
4703;22061 - LAS MERCEDES - NORTE DE SANTANDER
4704;0 - LAS MERCEDES - SANTANDER
4705;0 - LAS MESAS - CUNDINAMARCA
4706;21080 - LAS MESAS - NARINO
4707;0 - LAS MINAS DE IRACAL - CESAR
4708;0 - LAS MOJARRAS - CHOCO
4709;27155 - LAS MONTOYAS - SANTANDER
4710;0 - LAS MUJERES - CORDOBA
4711;0 - LAS MULAS (SAN ROQUE) - MAGDALENA
4712;0 - LAS NARANJITAS - ANTIOQUIA
4713;0 - LAS NEGRITAS - ANTIOQUIA
4714;0 - LAS NIEVES - ANTIOQUIA
4715;0 - LAS PAILAS - BOLIVAR
4716;0 - LAS PALMAS - ANTIOQUIA
4717;5192 - LAS PALMAS - BOLIVAR
4718;0 - LAS PALMAS - CESAR
4719;0 - LAS PALMAS - CORDOBA
4720;0 - LAS PALMAS - LA GUAJIRA
4721;0 - LAS PALMAS - MAGDALENA
4722;0 - LAS PALMAS - NARINO
4723;0 - LAS PALMAS - PUTUMAYO
4724;28042 - LAS PALMAS - SUCRE
4725;0 - LAS PALMAS - VALLE DEL CAUCA
4726;11032 - LAS PALMITAS - CESAR
4727;0 - LAS PALMITAS - CORDOBA
4728;28086 - LAS PALMITAS - SUCRE
4729;0 - LAS PALOMAS - CORDOBA
4730;0 - LAS PAVAS - BOLIVAR
4731;0 - LAS PAVAS - CALDAS
4732;0 - LAS PAVAS - CAUCA
4733;0 - LAS PAVAS - CESAR
4734;0 - LAS PAVAS - GUAVIARE
4735;0 - LAS PAVITAS - MAGDALENA
4736;0 - LAS PAVITAS - SUCRE
4737;13112 - LAS PELONAS - CORDOBA
4738;0 - LAS PENAS - CUNDINAMARCA
4739;0 - LAS PENAS - SUCRE
4740;0 - LAS PERLAS - CAUCA
4741;5150 - LAS PIEDRAS - BOLIVAR
4742;0 - LAS PIEDRAS - CAUCA
4743;0 - LAS PIEDRAS - CORDOBA
4744;0 - LAS PIEDRAS - MAGDALENA
4745;0 - LAS PIEDRAS - NORTE DE SANTANDER
4746;0 - LAS PIEDRAS - SUCRE
4747;0 - LAS PITILLAS - CESAR
4748;0 - LAS PLANADAS - MAGDALENA
4749;0 - LAS PLATAS (SANTAFE) - ANTIOQUIA
4750;0 - LAS PLAYAS - ANTIOQUIA
4751;0 - LAS PLAZUELAS - NARINO
4752;0 - LAS QUINTAS-TIBITO - CUNDINAMARCA
4753;0 - LAS RAICES - CESAR
4754;0 - LAS SABANAS - BOLIVAR
4755;0 - LAS SALINAS - CESAR
4756;0 - LAS SARDINAS DEL PUENTE - ANTIOQUIA
4757;0 - LAS SIRENAS - NARINO
4758;0 - LAS TABLAS - ATLANTICO
4759;0 - LAS TABLITAS - SUCRE
4760;10061 - LAS TALLAS - CAUCA
4761;0 - LAS TAPIAS - BOYACA
4762;0 - LAS TAPIAS - CASANARE
4763;0 - LAS TINAS - CORDOBA
4764;0 - LAS TINAS - MAGDALENA
4765;0 - LAS TINAS - SUCRE
4766;0 - LAS TORRES - NORTE DE SANTANDER
4767;0 - LAS VACAS - NORTE DE SANTANDER
4768;0 - LAS VARAS - CUNDINAMARCA
4769;11072 - LAS VEGAS - CESAR
4770;0 - LAS VEGAS - NORTE DE SANTANDER
4771;0 - LAS VICTORIAS - ANTIOQUIA
4772;27159 - LAS VUELTAS - SANTANDER
4773;0 - LAS YAGUAS - AMAZONAS
4774;0 - LAUREANO ARELLA - NARINO
4775;0 - LAUREANO GOMEZ - NORTE DE SANTANDER
4776;0 - LAURELES - TOLIMA
4777;27281 - LEBRIJA - SANTANDER
4778;0 - LEGUIZAMO - PUTUMAYO
4779;21081 - LEIVA - NARINO
4780;21162 - LEIVA - NARINO
4781;0 - LEJANIA - BOLIVAR
4782;20041 - LEJANIAS - META
4783;0 - LEJOS DEL NIDO - ANTIOQUIA
4784;14082 - LENGUAZAQUE - CUNDINAMARCA
4785;0 - LEON BLANCO - SUCRE
4786;0 - LEON XIII - NORTE DE SANTANDER
4787;0 - LEONCITO - CHOCO
4788;29076 - LERIDA - TOLIMA
4789;0 - LERIDA (LAS MARIAS) - NARINO
4790;10062 - LERMA - CAUCA
4791;1000 - LETICIA - AMAZONAS
4792;13031 - LETICIA - CORDOBA
4793;0 - LETRAS - TOLIMA
4794;0 - LIBANO - CESAR
4795;29077 - LIBANO - TOLIMA
4796;0 - LIBARE - RISARALDA
4797;0 - LIBERIA - ANTIOQUIA
4798;0 - LIBERIA - CUNDINAMARCA
4799;28043 - LIBERTAD - SUCRE
4800;0 - LIBERTADORES - BOYACA
4801;2082 - LIBORINA - ANTIOQUIA
4802;0 - LIMON DULCE - BOYACA
4803;0 - LIMONAR - NARINO
4804;0 - LIMONCITO - LA GUAJIRA
4805;0 - LIMONCITOS - CUNDINAMARCA
4806;10063 - LIMONES - CAUCA
4807;30107 - LIMONES - VALLE DEL CAUCA
4808;0 - LIMONES DEL PATIA - NARINO
4809;21082 - LINARES - NARINO
4810;0 - LISBOA - SANTANDER
4811;29078 - LISBOA - TOLIMA
4812;0 - LITUANIA - VALLE DEL CAUCA
4813;22111 - LIZAMA - NORTE DE SANTANDER
4814;0 - LIZAMA - SANTANDER
4815;0 - LLACUANAS - CAUCA
4816;2188 - LLANADAS - ANTIOQUIA
4817;0 - LLANADAS - CALDAS
4818;13036 - LLANADAS - CORDOBA
4819;0 - LLANADAS - CUNDINAMARCA
4820;0 - LLANADAS - SANTANDER
4821;0 - LLANAJE - NARINO
4822;0 - LLANITOS - CALDAS
4823;29161 - LLANITOS - TOLIMA
4824;0 - LLANO - NARINO
4825;0 - LLANO BUCO - HUILA
4826;6066 - LLANO DE ALARCON - BOYACA
4827;0 - LLANO DE LA VIRGEN - HUILA
4828;29160 - LLANO DE LA VIRGEN - TOLIMA
4829;0 - LLANO DE LOS TRIGOS - NORTE DE SANTANDER
4830;27170 - LLANO DE PALMAS - SANTANDER
4831;0 - LLANO DE TABACO - BOYACA
4832;0 - LLANO DE TAULA - CAUCA
4833;0 - LLANO DEL COMBEIMA - TOLIMA
4834;2177 - LLANO GRANDE - ANTIOQUIA
4835;0 - LLANO GRANDE - BOYACA
4836;0 - LLANO GRANDE - CALDAS
4837;0 - LLANO GRANDE - CAUCA
4838;0 - LLANO GRANDE - NORTE DE SANTANDER
4839;0 - LLANO MATEO - CUNDINAMARCA
4840;0 - LLANO RICO - CHOCO
4841;30112 - LLANOBAJO - VALLE DEL CAUCA
4842;0 - LLANOS DE AGUIRRE - ANTIOQUIA
4843;2192 - LLANOS DE CUIBA - ANTIOQUIA
4844;0 - LLANOS DE CUIVA - ANTIOQUIA
4845;0 - LLANOS DE MONTANA - ANTIOQUIA
4846;0 - LLANOS DE SAN JOSE - ANTIOQUIA
4847;0 - LLANOS DE SAN JUAN - ANTIOQUIA
4848;0 - LLANTIN - CAUCA
4849;0 - LLERASCA - CESAR
4850;21086 - LLORENTE - NARINO
4851;12014 - LLORO - CHOCO
4852;0 - LOAIZA - CALDAS
4853;0 - LOBATICA - NORTE DE SANTANDER
4854;30108 - LOBO GUERRERO - VALLE DEL CAUCA
4855;25999 - LOCALIDADES CERRADAS - CUNDINAMARCA
4856;0 - LOMA - NARINO
4857;0 - LOMA ALTA - SUCRE
4858;0 - LOMA AZUL - CORDOBA
4859;0 - LOMA COLORADA - CESAR
4860;0 - LOMA CORTA - CAUCA
4861;5186 - LOMA DE ARENA - BOLIVAR
4862;0 - LOMA DE BELEN - CHOCO
4863;0 - LOMA DE BOJAYA - CHOCO
4864;0 - LOMA DE CHUPEY - CHOCO
4865;11033 - LOMA DE CORREDOR - CESAR
4866;0 - LOMA DE DELGADO - NARINO
4867;0 - LOMA DE HOYOS - SANTANDER
4868;0 - LOMA DE LOS GAMBOA - CHOCO
4869;0 - LOMA DE LUISA - TOLIMA
4870;0 - LOMA DE PIEDRA - CORDOBA
4871;0 - LOMA DE PIEDRA - SUCRE
4872;0 - LOMA DE SAN JUAN - META
4873;0 - LOMA DE SIMON - BOLIVAR
4874;0 - LOMA DE SOLEDAD - MAGDALENA
4875;19083 - LOMA DEL BALSAMO - MAGDALENA
4876;0 - LOMA DEL BANCO - SUCRE
4877;0 - LOMA DEL CARMEN - CAUCA
4878;0 - LOMA DEL GUAMO - ANTIOQUIA
4879;0 - LOMA GORDA - VALLE DEL CAUCA
4880;0 - LOMA GRUESA - CAUCA
4881;0 - LOMA LARGA - CORDOBA
4882;0 - LOMA LARGA - NARINO
4883;0 - LOMA LARGA - VALLE DEL CAUCA
4884;0 - LOMA LINDA - AMAZONAS
4885;0 - LOMA LINDA - CESAR
4886;0 - LOMA PELADA - CAUCA
4887;0 - LOMA REDONDA - CAUCA
4888;0 - LOMA REDONDA - VALLE DEL CAUCA
4889;13106 - LOMA VERDE - CORDOBA
4890;0 - LOMABAJO - CAUCA
4891;0 - LOMAGRANDE - CAUCA
4892;27163 - LOMALTA - SANTANDER
4893;0 - LOMAS AISLADAS - ANTIOQUIA
4894;0 - LOMAS DE PIEDRA - CORDOBA
4895;0 - LOMAS DE SURAS - NARINO
4896;0 - LOMBAJO - CAUCA
4897;0 - LOMITAS - ANTIOQUIA
4898;30109 - LOMITAS - VALLE DEL CAUCA
4899;0 - LOMITAS ABAJO - CAUCA
4900;0 - LOMITAS ARRIBA - CAUCA
4901;30110 - LOMITAS LA CUMBRE - VALLE DEL CAUCA
4902;10064 - LOPEZ - CAUCA
4903;10151 - LOPEZ DE MICAY - CAUCA
4904;13032 - LORICA - CORDOBA
4905;0 - LORO UNO - PUTUMAYO
4906;0 - LOS ABEDULES - QUINDIO
4907;0 - LOS ALCARAVANES - CALDAS
4908;0 - LOS ALETONES - CAQUETA
4909;0 - LOS ALGARROBOS - CORDOBA
4910;0 - LOS ALMENDROS - ANTIOQUIA
4911;0 - LOS ALPES - CAUCA
4912;14198 - LOS ALPES - CUNDINAMARCA
4913;29079 - LOS ALPES - TOLIMA
4914;0 - LOS ALPES - VALLE DEL CAUCA
4915;0 - LOS ALTOS - LA GUAJIRA
4916;0 - LOS ALTOS - SUCRE
4917;0 - LOS ALVAREZ - ANTIOQUIA
4918;10147 - LOS ANAYES - CAUCA
4919;0 - LOS ANDES - CALDAS
4920;0 - LOS ANDES - CAUCA
4921;0 - LOS ANDES - CUNDINAMARCA
4922;19033 - LOS ANDES - MAGDALENA
4923;0 - LOS ANDES - SUCRE
4924;29080 - LOS ANDES - TOLIMA
4925;0 - LOS ANDES - VALLE DEL CAUCA
4926;21159 - LOS ANDES  (SOTOMAYOR) - NARINO
4927;0 - LOS ANGELES - CAUCA
4928;11034 - LOS ANGELES - CESAR
4929;13033 - LOS ANGELES - CORDOBA
4930;21083 - LOS ANGELES - NARINO
4931;0 - LOS ANGELITOS - ARAUCA
4932;0 - LOS ANONES - SUCRE
4933;21178 - LOS ARRAYANES - NARINO
4934;21084 - LOS ARRAYANES CORDOBA - NARINO
4935;0 - LOS AZULES - CORDOBA
4936;0 - LOS BANCOS - VALLE DEL CAUCA
4937;0 - LOS BELLOS - BOLIVAR
4938;0 - LOS BORRACHOS - CORDOBA
4939;0 - LOS BRASILES - CESAR
4940;0 - LOS BRAZOS - NARINO
4941;0 - LOS CABALLOS - ARAUCA
4942;0 - LOS CAFONGOS - CORDOBA
4943;0 - LOS CAIMANES - BOLIVAR
4944;0 - LOS CAIMOS - VALLE DEL CAUCA
4945;0 - LOS CALENOS - VALLE DEL CAUCA
4946;0 - LOS CANELOS - BOLIVAR
4947;0 - LOS CARRETOS - CORDOBA
4948;0 - LOS CASTILLOS - CORDOBA
4949;0 - LOS CASTILLOS - SUCRE
4950;0 - LOS CAUCHOS - HUILA
4951;0 - LOS CAUCHOS - SANTANDER
4952;0 - LOS CAYENOS - BOYACA
4953;0 - LOS CAYITOS - SUCRE
4954;0 - LOS CEDROS - ANTIOQUIA
4955;6064 - LOS CEDROS - BOYACA
4956;0 - LOS CEDROS - CORDOBA
4957;0 - LOS CEDROS - NORTE DE SANTANDER
4958;0 - LOS CERRITOS - BOLIVAR
4959;0 - LOS CERRITOS - MAGDALENA
4960;0 - LOS CERROS - CORDOBA
4961;0 - LOS CERROS - VALLE DEL CAUCA
4962;0 - LOS CHANCOS - VALLE DEL CAUCA
4963;0 - LOS CHOCHOS - CASANARE
4964;0 - LOS CHORROS - ANTIOQUIA
4965;0 - LOS CHORROS - ARAUCA
4966;27166 - LOS CHORROS (SAN JOSE) - SANTANDER
4967;0 - LOS CIRUELOS - CAUCA
4968;0 - LOS COIMES - NARINO
4969;0 - LOS CORALES - CORDOBA
4970;11100 - LOS CORAZONES - CESAR
4971;13034 - LOS CORDOBAS - CORDOBA
4972;0 - LOS CORDONES - LA GUAJIRA
4973;5109 - LOS CORONCOROS - BOLIVAR
4974;0 - LOS CRISTALES - CAQUETA
4975;0 - LOS CRISTALES - VALLE DEL CAUCA
4976;0 - LOS DELIRIOS - ANTIOQUIA
4977;0 - LOS ENCANTOS - CESAR
4978;0 - LOS ESQUIMALES - CORDOBA
4979;0 - LOS GALANES - CORDOBA
4980;0 - LOS GALVIS - MAGDALENA
4981;13080 - LOS GARZONES - CORDOBA
4982;0 - LOS GOMEZ - ANTIOQUIA
4983;0 - LOS GOMEZ - CORDOBA
4984;0 - LOS GORROS - LA GUAJIRA
4985;0 - LOS GUAMOS - NORTE DE SANTANDER
4986;27167 - LOS GUAYABOS - SANTANDER
4987;0 - LOS GUAYACANES - CORDOBA
4988;11088 - LOS HATICOS - CESAR
4989;16010 - LOS HATICOS - LA GUAJIRA
4990;0 - LOS HIGALES - CORDOBA
4991;0 - LOS HORNITOS - LA GUAJIRA
4992;0 - LOS LAURELES - NORTE DE SANTANDER
4993;0 - LOS LAURELES - SANTANDER
4994;0 - LOS LIMITES - ATLANTICO
4995;0 - LOS LIMONES - CORDOBA
4996;0 - LOS LIMONES - SUCRE
4997;0 - LOS LLANITOS - TOLIMA
4998;0 - LOS LLANOS - ANTIOQUIA
4999;0 - LOS LLANOS - CAUCA
5000;0 - LOS LLANOS - CESAR
5001;0 - LOS LOPEZ - CUNDINAMARCA
5002;0 - LOS MAMONES - MAGDALENA
5003;0 - LOS MANGOS - BOLIVAR
5004;0 - LOS MANGOS - META
5005;0 - LOS MANGOS - NORTE DE SANTANDER
5006;0 - LOS MANZANOS - CUNDINAMARCA
5007;0 - LOS MEDIOS - ANTIOQUIA
5008;0 - LOS MEDIOS - CAUCA
5009;0 - LOS MEDIOS - TOLIMA
5010;30111 - LOS MEDIOS - VALLE DEL CAUCA
5011;10065 - LOS MILAGROS - CAUCA
5012;13098 - LOS MIMBRES - CORDOBA
5013;0 - LOS MOLINOS - NORTE DE SANTANDER
5014;0 - LOS MONOS - CORDOBA
5015;0 - LOS MONOS - NARINO
5016;13035 - LOS MORALES - CORDOBA
5017;0 - LOS MORROS - CALDAS
5018;0 - LOS MORROS (LAYE) - SANTANDER
5019;0 - LOS NARANJALES - ANTIOQUIA
5020;0 - LOS NARANJOS - CUNDINAMARCA
5021;0 - LOS NARANJOS - TOLIMA
5022;19034 - LOS NEGRITOS - MAGDALENA
5023;0 - LOS NEGROS - NORTE DE SANTANDER
5024;0 - LOS NEVADOS - RISARALDA
5025;0 - LOS NISPEROS - BOLIVAR
5026;0 - LOS NOVILLOS - CORDOBA
5027;0 - LOS OCHENTA - BOLIVAR
5028;0 - LOS OLIVOS - TOLIMA
5029;0 - LOS ORTEGAS - CESAR
5030;28044 - LOS PALMITOS - SUCRE
5031;0 - LOS PALOMOS - ANTIOQUIA
5032;0 - LOS PANTANOS - CORDOBA
